timestamp,country,views,sports,devices,browsers,ip_addresses
2024-05-25 17:06:18.058170,Japan,14,Gymnastics,Mobile,Firefox,102.12.29.5
2024-05-25 07:51:27.058170,Canada,17,Netball,Desktop,Firefox,5.8.6.7
2024-05-27 05:31:13.058170,France,82,Basketball,Tablet,Firefox,119.3.34.1
2024-05-24 09:41:53.058170,UK,47,Shotput,Mobile,Firefox,190.1.13.41
2024-05-24 12:11:48.058170,Germany,3,Basketball,Desktop,Safari,102.12.29.5
2024-05-25 11:38:10.058170,Japan,40,Football,Mobile,Edge,5.8.6.7
2024-05-25 01:22:00.058170,USA,17,Shotput,Mobile,Firefox,119.3.34.1
2024-05-26 01:16:20.058170,Japan,10,Basketball,Desktop,Safari,190.1.13.41
2024-05-25 16:33:44.058170,USA,5,Football,Tablet,Chrome,102.12.29.5
2024-05-23 16:55:38.058170,Canada,27,Netball,Desktop,Safari,190.1.13.41
2024-05-27 04:30:02.058170,USA,2,Netball,Mobile,Safari,119.3.34.1
2024-05-25 21:57:03.058170,Japan,27,Gymnastics,Desktop,Chrome,119.3.34.1
2024-05-24 00:57:46.058170,France,99,Gymnastics,Mobile,Safari,190.1.13.41
2024-05-27 05:29:01.058170,USA,62,Shotput,Tablet,Safari,190.1.13.41
2024-05-26 01:21:43.058170,France,92,Netball,Tablet,Safari,102.12.29.5
2024-05-25 16:05:20.058170,Germany,99,Shotput,Tablet,Safari,190.1.13.41
2024-05-24 05:24:07.058170,Canada,99,Basketball,Desktop,Firefox,119.3.34.1
2024-05-23 15:21:44.058170,France,10,Shotput,Desktop,Firefox,5.8.6.7
2024-05-24 18:29:55.058170,Botswana,67,Gymnastics,Desktop,Safari,5.8.6.7
2024-05-23 18:09:48.058170,UK,55,Netball,Tablet,Chrome,102.12.29.5
2024-05-25 05:07:35.058170,France,76,Shotput,Mobile,Safari,190.1.13.41
2024-05-24 18:27:45.058170,UK,47,Netball,Tablet,Safari,119.3.34.1
2024-05-25 18:28:52.058170,Germany,36,Shotput,Mobile,Firefox,5.8.6.7
2024-05-26 13:35:35.058170,France,1,Basketball,Mobile,Firefox,5.8.6.7
2024-05-25 03:42:19.058170,France,95,Gymnastics,Mobile,Firefox,5.8.6.7
2024-05-26 15:54:22.058170,USA,5,Gymnastics,Desktop,Edge,5.8.6.7
2024-05-23 14:29:18.058170,Japan,50,Football,Tablet,Safari,102.12.29.5
2024-05-23 21:56:32.058170,France,77,High Jump,Desktop,Firefox,190.1.13.41
2024-05-25 05:47:53.058170,Canada,20,Netball,Mobile,Edge,5.8.6.7
2024-05-25 10:00:30.058170,Canada,8,High Jump,Desktop,Safari,190.1.13.41
2024-05-24 17:18:59.058170,Canada,83,Basketball,Desktop,Safari,190.1.13.41
2024-05-25 08:07:47.058170,USA,29,High Jump,Tablet,Edge,102.12.29.5
2024-05-25 22:52:33.058170,Botswana,3,Gymnastics,Desktop,Firefox,119.3.34.1
2024-05-27 04:49:32.058170,France,30,Football,Mobile,Safari,190.1.13.41
2024-05-23 12:23:46.058170,Germany,92,Football,Tablet,Edge,119.3.34.1
2024-05-24 11:08:39.058170,Germany,5,Shotput,Desktop,Safari,5.8.6.7
2024-05-24 05:34:48.058170,France,25,Shotput,Tablet,Safari,102.12.29.5
2024-05-26 21:24:29.058170,USA,93,Basketball,Mobile,Chrome,190.1.13.41
2024-05-25 04:26:33.058170,Japan,50,Football,Tablet,Edge,190.1.13.41
2024-05-25 10:35:39.058170,Russia,20,Netball,Mobile,Firefox,190.1.13.41
2024-05-23 10:51:41.058170,USA,69,Basketball,Desktop,Edge,190.1.13.41
2024-05-23 20:34:57.058170,Russia,91,Football,Desktop,Edge,190.1.13.41
2024-05-26 11:30:39.058170,Botswana,84,Shotput,Mobile,Edge,5.8.6.7
2024-05-23 18:59:10.058170,UK,69,Shotput,Mobile,Chrome,119.3.34.1
2024-05-23 16:15:32.058170,Russia,39,Shotput,Mobile,Firefox,102.12.29.5
2024-05-24 12:32:45.058170,Canada,98,Shotput,Tablet,Chrome,119.3.34.1
2024-05-23 22:20:21.058170,USA,97,Gymnastics,Tablet,Chrome,102.12.29.5
2024-05-23 19:54:44.058170,France,56,Football,Mobile,Firefox,102.12.29.5
2024-05-26 22:18:13.058170,Germany,33,Shotput,Mobile,Safari,190.1.13.41
2024-05-24 04:21:31.058170,Japan,18,Basketball,Mobile,Chrome,190.1.13.41
2024-05-23 10:14:16.058170,Japan,95,Shotput,Tablet,Safari,190.1.13.41
2024-05-27 07:50:38.058170,USA,80,Football,Desktop,Firefox,119.3.34.1
2024-05-25 23:22:03.058170,France,93,Football,Mobile,Safari,119.3.34.1
2024-05-23 12:04:17.058170,Japan,57,Gymnastics,Mobile,Chrome,190.1.13.41
2024-05-23 13:05:34.058170,USA,29,Basketball,Tablet,Firefox,102.12.29.5
2024-05-25 21:05:27.058170,Russia,60,Basketball,Tablet,Safari,119.3.34.1
2024-05-25 22:46:47.058170,France,42,Netball,Tablet,Edge,102.12.29.5
2024-05-24 12:20:13.058170,Germany,8,Netball,Desktop,Safari,190.1.13.41
2024-05-26 15:58:36.058170,Botswana,15,Netball,Tablet,Firefox,190.1.13.41
2024-05-23 22:57:39.058170,Russia,89,Shotput,Desktop,Chrome,5.8.6.7
2024-05-26 01:06:38.058170,USA,64,Football,Desktop,Safari,119.3.34.1
2024-05-26 13:52:16.058170,Japan,8,Netball,Mobile,Safari,102.12.29.5
2024-05-25 13:41:25.058170,Canada,39,High Jump,Tablet,Safari,190.1.13.41
2024-05-24 20:32:02.058170,Germany,92,Gymnastics,Mobile,Edge,102.12.29.5
2024-05-25 13:05:19.058170,Russia,90,Shotput,Desktop,Chrome,5.8.6.7
2024-05-25 22:15:38.058170,Germany,22,Gymnastics,Desktop,Chrome,102.12.29.5
2024-05-26 00:57:14.058170,France,13,Basketball,Tablet,Safari,190.1.13.41
2024-05-26 23:14:32.058170,Botswana,18,Shotput,Desktop,Firefox,190.1.13.41
2024-05-25 15:03:12.058170,Germany,13,High Jump,Desktop,Firefox,119.3.34.1
2024-05-26 08:30:11.058170,UK,7,Gymnastics,Tablet,Safari,102.12.29.5
2024-05-24 21:58:25.058170,France,66,Netball,Mobile,Chrome,190.1.13.41
2024-05-23 13:53:11.058170,Botswana,66,Shotput,Mobile,Edge,102.12.29.5
2024-05-24 21:23:03.058170,USA,27,Gymnastics,Desktop,Edge,5.8.6.7
2024-05-26 05:18:08.058170,Russia,74,Football,Tablet,Safari,119.3.34.1
2024-05-26 03:37:11.058170,Botswana,95,High Jump,Tablet,Edge,102.12.29.5
2024-05-25 09:12:09.058170,France,100,Basketball,Desktop,Chrome,102.12.29.5
2024-05-24 23:08:14.058170,France,24,Basketball,Tablet,Edge,119.3.34.1
2024-05-24 13:33:00.058170,Russia,9,High Jump,Mobile,Safari,119.3.34.1
2024-05-25 11:56:02.058170,UK,35,Football,Mobile,Chrome,102.12.29.5
2024-05-25 03:14:00.058170,Germany,33,Gymnastics,Desktop,Chrome,119.3.34.1
2024-05-27 05:23:39.058170,Canada,99,Netball,Desktop,Chrome,190.1.13.41
2024-05-23 15:36:06.058170,USA,53,High Jump,Mobile,Safari,190.1.13.41
2024-05-25 12:36:13.058170,Russia,84,Shotput,Mobile,Safari,119.3.34.1
2024-05-24 03:46:20.058170,Germany,75,Football,Tablet,Edge,190.1.13.41
2024-05-27 05:06:51.058170,Botswana,21,Basketball,Mobile,Firefox,102.12.29.5
2024-05-23 20:28:35.058170,Canada,90,Netball,Tablet,Chrome,5.8.6.7
2024-05-24 08:11:17.058170,Germany,24,High Jump,Mobile,Chrome,119.3.34.1
2024-05-27 08:28:44.058170,Germany,5,Football,Tablet,Chrome,5.8.6.7
2024-05-23 10:49:15.058170,Canada,16,Football,Mobile,Safari,102.12.29.5
2024-05-24 23:59:02.058170,France,84,Gymnastics,Desktop,Safari,190.1.13.41
2024-05-24 14:13:14.058170,Botswana,98,Basketball,Mobile,Firefox,190.1.13.41
2024-05-25 14:23:43.058170,Canada,54,High Jump,Desktop,Safari,119.3.34.1
2024-05-26 22:22:26.058170,Germany,73,Gymnastics,Desktop,Firefox,5.8.6.7
2024-05-23 16:34:15.058170,UK,76,Shotput,Mobile,Firefox,102.12.29.5
2024-05-24 10:24:39.058170,France,89,Football,Desktop,Chrome,119.3.34.1
2024-05-23 22:38:10.058170,France,7,Basketball,Desktop,Firefox,102.12.29.5
2024-05-25 19:14:46.058170,Japan,14,High Jump,Mobile,Firefox,119.3.34.1
2024-05-26 04:39:19.058170,Germany,29,Netball,Tablet,Firefox,5.8.6.7
2024-05-25 12:07:13.058170,Russia,69,Gymnastics,Mobile,Safari,102.12.29.5
2024-05-25 06:06:17.058170,Canada,87,High Jump,Mobile,Chrome,190.1.13.41
2024-05-27 06:21:59.058170,France,10,Basketball,Desktop,Edge,119.3.34.1
2024-05-24 12:48:24.058170,Japan,79,Football,Tablet,Firefox,190.1.13.41
2024-05-26 08:18:25.058170,France,25,Netball,Tablet,Edge,190.1.13.41
2024-05-24 07:46:38.058170,Russia,67,Netball,Mobile,Edge,5.8.6.7
2024-05-26 06:03:33.058170,France,49,Shotput,Tablet,Firefox,190.1.13.41
2024-05-25 05:30:28.058170,USA,97,Football,Tablet,Edge,102.12.29.5
2024-05-25 01:28:03.058170,Germany,48,Basketball,Desktop,Safari,190.1.13.41
2024-05-26 17:43:10.058170,UK,18,Football,Mobile,Chrome,190.1.13.41
2024-05-26 05:44:54.058170,Russia,86,Shotput,Mobile,Chrome,102.12.29.5
2024-05-26 21:39:24.058170,USA,82,Shotput,Mobile,Safari,5.8.6.7
2024-05-25 17:39:19.058170,Botswana,55,Shotput,Tablet,Edge,119.3.34.1
2024-05-24 23:27:49.058170,Germany,62,Gymnastics,Tablet,Chrome,190.1.13.41
2024-05-25 23:11:35.058170,Russia,8,Netball,Mobile,Chrome,190.1.13.41
2024-05-25 00:42:57.058170,Japan,86,Netball,Tablet,Edge,190.1.13.41
2024-05-24 12:58:14.058170,Botswana,24,High Jump,Desktop,Chrome,5.8.6.7
2024-05-26 02:05:46.058170,Russia,50,High Jump,Mobile,Firefox,5.8.6.7
2024-05-24 20:27:04.058170,Russia,14,Basketball,Mobile,Edge,102.12.29.5
2024-05-24 20:01:26.058170,Germany,39,Basketball,Tablet,Edge,190.1.13.41
2024-05-25 09:05:33.058170,Japan,34,Football,Mobile,Safari,5.8.6.7
2024-05-26 16:10:32.058170,Canada,41,Basketball,Desktop,Edge,102.12.29.5
2024-05-26 04:00:39.058170,Canada,74,Shotput,Mobile,Edge,102.12.29.5
2024-05-23 09:04:48.058170,USA,29,High Jump,Desktop,Chrome,5.8.6.7
2024-05-25 17:11:01.058170,Canada,77,Netball,Mobile,Chrome,5.8.6.7
2024-05-24 03:46:36.058170,Japan,37,Shotput,Tablet,Edge,102.12.29.5
2024-05-26 09:43:54.058170,France,33,Gymnastics,Tablet,Edge,102.12.29.5
2024-05-27 06:03:58.058170,Canada,1,Netball,Mobile,Edge,5.8.6.7
2024-05-25 14:28:56.058170,Germany,88,High Jump,Mobile,Firefox,102.12.29.5
2024-05-24 21:39:53.058170,Japan,85,Basketball,Desktop,Edge,102.12.29.5
2024-05-25 11:33:32.058170,Canada,75,Netball,Mobile,Edge,190.1.13.41
2024-05-25 23:23:09.058170,UK,22,Shotput,Desktop,Chrome,102.12.29.5
2024-05-24 09:12:53.058170,UK,48,Shotput,Tablet,Edge,5.8.6.7
2024-05-23 13:40:14.058170,Germany,98,High Jump,Tablet,Edge,119.3.34.1
2024-05-24 22:52:27.058170,UK,40,Shotput,Mobile,Chrome,119.3.34.1
2024-05-24 13:02:50.058170,Japan,65,Shotput,Mobile,Chrome,102.12.29.5
2024-05-23 23:55:51.058170,Germany,7,Netball,Mobile,Chrome,102.12.29.5
2024-05-24 12:22:38.058170,Germany,8,Football,Mobile,Safari,102.12.29.5
2024-05-24 14:23:09.058170,Botswana,95,Shotput,Desktop,Chrome,119.3.34.1
2024-05-26 20:28:34.058170,Russia,46,High Jump,Tablet,Firefox,190.1.13.41
2024-05-26 01:47:01.058170,UK,62,Football,Tablet,Edge,190.1.13.41
2024-05-25 12:41:29.058170,France,65,Gymnastics,Tablet,Edge,119.3.34.1
2024-05-25 00:45:09.058170,France,74,Shotput,Mobile,Edge,190.1.13.41
2024-05-24 03:34:26.058170,France,21,Basketball,Mobile,Edge,190.1.13.41
2024-05-25 18:06:27.058170,USA,88,High Jump,Tablet,Edge,5.8.6.7
2024-05-25 16:39:08.058170,Japan,53,Gymnastics,Tablet,Chrome,190.1.13.41
2024-05-25 08:38:08.058170,Japan,75,Gymnastics,Desktop,Chrome,102.12.29.5
2024-05-24 22:00:02.058170,Japan,26,Shotput,Mobile,Edge,102.12.29.5
2024-05-25 02:57:10.058170,Canada,7,High Jump,Tablet,Safari,190.1.13.41
2024-05-27 06:11:59.058170,USA,22,Netball,Tablet,Firefox,119.3.34.1
2024-05-25 04:08:49.058170,France,52,Football,Mobile,Firefox,5.8.6.7
2024-05-23 09:12:09.058170,Japan,19,Basketball,Desktop,Firefox,119.3.34.1
2024-05-26 20:26:30.058170,Botswana,89,Basketball,Tablet,Chrome,102.12.29.5
2024-05-24 00:22:36.058170,Japan,56,Netball,Mobile,Firefox,102.12.29.5
2024-05-23 13:40:06.058170,UK,66,Netball,Desktop,Safari,119.3.34.1
2024-05-26 19:15:45.058170,Germany,70,Basketball,Tablet,Safari,102.12.29.5
2024-05-24 08:08:25.058170,Japan,81,Basketball,Desktop,Chrome,102.12.29.5
2024-05-26 19:37:36.058170,Germany,2,Shotput,Desktop,Firefox,190.1.13.41
2024-05-26 05:34:11.058170,Germany,77,Gymnastics,Desktop,Chrome,119.3.34.1
2024-05-27 05:23:24.058170,Russia,41,High Jump,Tablet,Chrome,190.1.13.41
2024-05-24 11:37:50.058170,Germany,16,Netball,Tablet,Edge,190.1.13.41
2024-05-24 14:03:05.058170,Russia,83,High Jump,Tablet,Chrome,119.3.34.1
2024-05-24 21:17:20.058170,Germany,1,Basketball,Tablet,Safari,190.1.13.41
2024-05-25 13:38:44.058170,Germany,22,Gymnastics,Desktop,Safari,5.8.6.7
2024-05-25 13:40:05.058170,Russia,31,Gymnastics,Desktop,Edge,190.1.13.41
2024-05-24 21:33:49.058170,Japan,4,Shotput,Desktop,Chrome,119.3.34.1
2024-05-26 04:52:59.058170,UK,38,Gymnastics,Tablet,Safari,5.8.6.7
2024-05-23 18:35:40.058170,Germany,14,Shotput,Mobile,Firefox,5.8.6.7
2024-05-25 23:52:54.058170,France,8,Netball,Tablet,Edge,190.1.13.41
2024-05-24 23:44:10.058170,USA,98,Basketball,Tablet,Edge,102.12.29.5
2024-05-24 03:19:16.058170,Canada,91,Shotput,Tablet,Safari,190.1.13.41
2024-05-25 19:50:16.058170,Russia,48,Gymnastics,Mobile,Safari,5.8.6.7
2024-05-23 10:35:58.058170,Germany,56,Gymnastics,Tablet,Edge,5.8.6.7
2024-05-26 23:02:14.058170,Germany,88,Gymnastics,Tablet,Chrome,102.12.29.5
2024-05-25 17:55:00.058170,USA,71,Basketball,Mobile,Edge,119.3.34.1
2024-05-23 20:18:07.058170,UK,27,Basketball,Tablet,Firefox,190.1.13.41
2024-05-24 08:20:33.058170,Germany,85,Gymnastics,Mobile,Firefox,102.12.29.5
2024-05-24 03:08:18.058170,Canada,34,Gymnastics,Tablet,Edge,119.3.34.1
2024-05-26 05:54:15.058170,USA,41,Shotput,Mobile,Chrome,190.1.13.41
2024-05-23 10:15:45.058170,Russia,46,Netball,Mobile,Safari,190.1.13.41
2024-05-24 08:24:45.058170,Canada,94,Netball,Desktop,Firefox,5.8.6.7
2024-05-24 03:05:05.058170,Russia,62,Shotput,Tablet,Safari,190.1.13.41
2024-05-26 02:11:46.058170,Japan,6,Shotput,Tablet,Safari,102.12.29.5
2024-05-23 10:02:19.058170,Germany,98,High Jump,Mobile,Safari,5.8.6.7
2024-05-23 10:55:42.058170,Russia,76,Shotput,Desktop,Chrome,5.8.6.7
2024-05-24 13:36:23.058170,Germany,16,Football,Desktop,Edge,102.12.29.5
2024-05-24 20:15:25.058170,Germany,71,Shotput,Desktop,Safari,102.12.29.5
2024-05-26 18:48:40.058170,Botswana,94,Basketball,Desktop,Chrome,119.3.34.1
2024-05-24 22:43:17.058170,Russia,40,Basketball,Tablet,Safari,5.8.6.7
2024-05-24 07:35:57.058170,Germany,66,Basketball,Tablet,Firefox,190.1.13.41
2024-05-23 11:04:52.058170,Botswana,94,Football,Tablet,Chrome,102.12.29.5
2024-05-26 17:31:35.058170,Russia,42,Gymnastics,Desktop,Chrome,102.12.29.5
2024-05-25 21:46:17.058170,Germany,37,Basketball,Tablet,Chrome,5.8.6.7
2024-05-23 22:47:29.058170,Germany,4,Gymnastics,Desktop,Safari,119.3.34.1
2024-05-24 05:32:18.058170,Japan,46,Football,Mobile,Safari,5.8.6.7
2024-05-25 22:49:10.058170,USA,59,Football,Desktop,Chrome,119.3.34.1
2024-05-25 06:33:40.058170,France,29,Netball,Tablet,Edge,102.12.29.5
2024-05-23 14:17:11.058170,Canada,69,Football,Mobile,Edge,5.8.6.7
2024-05-25 23:06:29.058170,Japan,16,Shotput,Mobile,Chrome,119.3.34.1
2024-05-25 09:16:50.058170,France,67,Shotput,Mobile,Edge,190.1.13.41
2024-05-23 13:57:29.058170,Canada,80,Netball,Tablet,Edge,119.3.34.1
2024-05-27 06:47:39.058170,Botswana,62,Football,Mobile,Chrome,102.12.29.5
2024-05-26 23:02:13.058170,UK,71,High Jump,Mobile,Firefox,190.1.13.41
2024-05-26 22:34:18.058170,France,12,High Jump,Desktop,Edge,5.8.6.7
2024-05-27 02:31:44.058170,Botswana,20,Basketball,Mobile,Chrome,5.8.6.7
2024-05-25 00:58:19.058170,Canada,91,High Jump,Mobile,Edge,102.12.29.5
2024-05-26 06:06:04.058170,UK,46,Shotput,Mobile,Safari,190.1.13.41
2024-05-23 09:26:07.058170,France,12,Netball,Mobile,Chrome,102.12.29.5
2024-05-25 19:31:13.058170,Canada,76,Netball,Tablet,Firefox,119.3.34.1
2024-05-26 13:36:01.058170,Germany,62,Basketball,Desktop,Edge,5.8.6.7
2024-05-24 17:49:19.058170,Germany,94,Gymnastics,Desktop,Chrome,119.3.34.1
2024-05-23 16:17:27.058170,Japan,88,High Jump,Desktop,Chrome,190.1.13.41
2024-05-23 22:21:47.058170,Germany,100,Gymnastics,Tablet,Chrome,119.3.34.1
2024-05-25 07:07:34.058170,Canada,91,Basketball,Desktop,Firefox,190.1.13.41
2024-05-26 22:26:55.058170,UK,22,Netball,Tablet,Chrome,190.1.13.41
2024-05-23 23:08:58.058170,Japan,62,Gymnastics,Tablet,Edge,119.3.34.1
2024-05-27 08:14:45.058170,Japan,30,Gymnastics,Tablet,Edge,5.8.6.7
2024-05-25 14:29:26.058170,France,23,High Jump,Tablet,Firefox,190.1.13.41
2024-05-26 15:23:03.058170,UK,38,Shotput,Tablet,Firefox,190.1.13.41
2024-05-25 01:31:32.058170,Germany,37,Shotput,Mobile,Firefox,102.12.29.5
2024-05-26 04:17:05.058170,UK,50,High Jump,Mobile,Edge,102.12.29.5
2024-05-27 04:39:19.058170,Japan,69,High Jump,Tablet,Firefox,190.1.13.41
2024-05-24 09:09:34.058170,UK,90,Shotput,Desktop,Safari,102.12.29.5
2024-05-25 16:35:38.058170,Japan,18,High Jump,Desktop,Chrome,119.3.34.1
2024-05-25 08:22:12.058170,Botswana,70,Shotput,Desktop,Firefox,5.8.6.7
2024-05-25 13:48:38.058170,Canada,57,Football,Mobile,Firefox,190.1.13.41
2024-05-24 04:13:12.058170,Russia,59,Shotput,Desktop,Firefox,102.12.29.5
2024-05-24 06:52:45.058170,Japan,46,Shotput,Tablet,Safari,119.3.34.1
2024-05-26 04:34:29.058170,Canada,79,Football,Mobile,Safari,102.12.29.5
2024-05-25 00:36:53.058170,Russia,29,Shotput,Desktop,Edge,102.12.29.5
2024-05-24 05:43:21.058170,UK,85,High Jump,Tablet,Firefox,119.3.34.1
2024-05-24 08:57:14.058170,UK,76,Basketball,Tablet,Chrome,102.12.29.5
2024-05-25 02:04:03.058170,UK,46,Netball,Mobile,Firefox,119.3.34.1
2024-05-25 12:02:27.058170,France,13,Shotput,Mobile,Chrome,5.8.6.7
2024-05-25 08:14:42.058170,USA,90,Netball,Desktop,Firefox,190.1.13.41
2024-05-27 02:36:56.058170,Germany,37,Shotput,Desktop,Firefox,119.3.34.1
2024-05-26 16:58:04.058170,Japan,67,Basketball,Mobile,Firefox,5.8.6.7
2024-05-25 14:01:40.058170,Germany,1,Basketball,Desktop,Edge,102.12.29.5
2024-05-26 00:31:46.058170,Canada,64,Football,Desktop,Edge,119.3.34.1
2024-05-23 09:16:21.058170,France,17,Basketball,Mobile,Safari,190.1.13.41
2024-05-25 13:45:44.058170,USA,88,Gymnastics,Desktop,Chrome,5.8.6.7
2024-05-24 01:07:56.058170,Russia,96,Netball,Tablet,Firefox,102.12.29.5
2024-05-25 21:35:37.058170,Russia,24,Netball,Tablet,Edge,190.1.13.41
2024-05-25 15:49:17.058170,UK,2,Football,Desktop,Firefox,190.1.13.41
2024-05-26 11:08:04.058170,USA,64,Basketball,Desktop,Edge,102.12.29.5
2024-05-25 08:21:36.058170,Japan,97,Shotput,Mobile,Safari,119.3.34.1
2024-05-26 23:09:04.058170,Canada,62,Football,Mobile,Edge,102.12.29.5
2024-05-26 18:57:35.058170,Germany,12,Football,Tablet,Firefox,102.12.29.5
2024-05-27 07:57:30.058170,Canada,28,Football,Tablet,Safari,190.1.13.41
2024-05-26 20:25:31.058170,France,59,Netball,Mobile,Safari,190.1.13.41
2024-05-26 19:31:51.058170,Germany,21,Basketball,Tablet,Chrome,5.8.6.7
2024-05-26 06:08:54.058170,France,80,Shotput,Tablet,Chrome,5.8.6.7
2024-05-25 15:11:10.058170,USA,48,Football,Tablet,Edge,5.8.6.7
2024-05-24 23:13:06.058170,Germany,65,Football,Desktop,Safari,190.1.13.41
2024-05-25 15:14:08.058170,Germany,86,Football,Desktop,Safari,5.8.6.7
2024-05-23 10:01:28.058170,Botswana,33,Shotput,Desktop,Chrome,119.3.34.1
2024-05-24 08:29:46.058170,Canada,24,High Jump,Tablet,Firefox,5.8.6.7
2024-05-24 03:27:41.058170,Russia,20,High Jump,Mobile,Firefox,5.8.6.7
2024-05-27 04:25:49.058170,UK,9,Basketball,Tablet,Chrome,119.3.34.1
2024-05-26 09:46:53.058170,Germany,1,High Jump,Desktop,Edge,5.8.6.7
2024-05-25 03:16:04.058170,Botswana,54,Basketball,Mobile,Safari,102.12.29.5
2024-05-26 21:49:52.058170,USA,99,Football,Desktop,Edge,102.12.29.5
2024-05-23 22:41:31.058170,USA,86,High Jump,Tablet,Edge,190.1.13.41
2024-05-24 07:06:21.058170,UK,22,Netball,Mobile,Safari,102.12.29.5
2024-05-24 10:16:05.058170,UK,10,Shotput,Tablet,Firefox,5.8.6.7
2024-05-26 07:14:00.058170,UK,77,Basketball,Tablet,Safari,5.8.6.7
2024-05-24 07:14:34.058170,Botswana,86,High Jump,Desktop,Edge,5.8.6.7
2024-05-25 07:13:24.058170,France,19,Gymnastics,Tablet,Firefox,190.1.13.41
2024-05-25 13:57:59.058170,Japan,89,Football,Mobile,Firefox,102.12.29.5
2024-05-25 22:35:36.058170,Botswana,4,Basketball,Tablet,Edge,119.3.34.1
2024-05-25 05:59:04.058170,Russia,38,Netball,Desktop,Chrome,190.1.13.41
2024-05-26 15:24:29.058170,Botswana,81,Basketball,Mobile,Edge,190.1.13.41
2024-05-25 02:11:29.058170,Botswana,82,Netball,Tablet,Edge,102.12.29.5
2024-05-27 00:28:30.058170,Japan,85,Shotput,Mobile,Edge,119.3.34.1
2024-05-27 02:52:53.058170,UK,20,Shotput,Tablet,Chrome,190.1.13.41
2024-05-26 03:50:26.058170,Canada,41,Gymnastics,Desktop,Edge,5.8.6.7
2024-05-25 23:11:48.058170,France,63,Football,Desktop,Firefox,5.8.6.7
2024-05-25 16:05:00.058170,France,11,Basketball,Tablet,Edge,5.8.6.7
2024-05-27 01:36:37.058170,Germany,49,Netball,Mobile,Edge,190.1.13.41
2024-05-23 12:21:42.058170,France,50,Shotput,Mobile,Edge,5.8.6.7
2024-05-27 03:37:42.058170,Japan,74,Football,Tablet,Edge,119.3.34.1
2024-05-24 20:35:39.058170,Germany,11,High Jump,Tablet,Safari,5.8.6.7
2024-05-23 17:07:28.058170,Botswana,67,Netball,Mobile,Edge,102.12.29.5
2024-05-24 15:18:10.058170,Germany,22,High Jump,Tablet,Edge,102.12.29.5
2024-05-24 12:26:07.058170,USA,33,High Jump,Mobile,Safari,102.12.29.5
2024-05-25 07:59:48.058170,UK,36,Gymnastics,Mobile,Safari,190.1.13.41
2024-05-24 20:12:10.058170,Japan,77,Football,Desktop,Safari,102.12.29.5
2024-05-26 10:29:05.058170,Germany,8,Basketball,Tablet,Edge,102.12.29.5
2024-05-26 23:22:24.058170,France,41,Basketball,Tablet,Chrome,102.12.29.5
2024-05-26 10:55:48.058170,Russia,42,Gymnastics,Desktop,Firefox,190.1.13.41
2024-05-24 14:37:59.058170,France,6,High Jump,Desktop,Edge,190.1.13.41
2024-05-25 23:20:05.058170,Botswana,49,Football,Tablet,Firefox,102.12.29.5
2024-05-24 09:25:05.058170,France,100,Basketball,Tablet,Chrome,102.12.29.5
2024-05-24 08:36:28.058170,Germany,16,Football,Desktop,Chrome,102.12.29.5
2024-05-26 02:51:49.058170,Russia,21,Football,Desktop,Firefox,119.3.34.1
2024-05-23 11:50:23.058170,France,78,Football,Desktop,Firefox,5.8.6.7
2024-05-25 14:18:28.058170,UK,4,Shotput,Desktop,Safari,119.3.34.1
2024-05-25 23:27:42.058170,USA,32,Netball,Mobile,Edge,5.8.6.7
2024-05-25 17:01:19.058170,Japan,41,High Jump,Mobile,Firefox,102.12.29.5
2024-05-24 21:21:15.058170,Germany,82,Shotput,Mobile,Safari,190.1.13.41
2024-05-25 05:38:19.058170,Russia,38,Gymnastics,Tablet,Firefox,5.8.6.7
2024-05-26 16:21:32.058170,Germany,27,Football,Tablet,Safari,119.3.34.1
2024-05-27 04:47:13.058170,France,78,Football,Tablet,Firefox,119.3.34.1
2024-05-26 12:34:12.058170,France,58,Basketball,Tablet,Edge,119.3.34.1
2024-05-25 07:12:01.058170,Japan,71,Basketball,Desktop,Chrome,102.12.29.5
2024-05-24 03:29:51.058170,Japan,90,Netball,Tablet,Firefox,5.8.6.7
2024-05-24 04:06:26.058170,France,21,Shotput,Desktop,Firefox,119.3.34.1
2024-05-26 00:48:42.058170,UK,23,Netball,Desktop,Edge,5.8.6.7
2024-05-24 07:14:59.058170,USA,19,Netball,Mobile,Chrome,190.1.13.41
2024-05-23 23:28:21.058170,Japan,62,Netball,Tablet,Chrome,102.12.29.5
2024-05-23 20:36:39.058170,Russia,32,Shotput,Tablet,Firefox,5.8.6.7
2024-05-23 23:50:08.058170,Botswana,63,Gymnastics,Mobile,Safari,119.3.34.1
2024-05-25 17:36:05.058170,UK,88,Basketball,Tablet,Chrome,119.3.34.1
2024-05-24 16:26:33.058170,Russia,66,Shotput,Desktop,Chrome,190.1.13.41
2024-05-24 14:19:11.058170,Russia,82,Basketball,Mobile,Firefox,102.12.29.5
2024-05-23 15:56:16.058170,Germany,17,Football,Desktop,Chrome,190.1.13.41
2024-05-26 15:40:28.058170,France,6,Football,Desktop,Safari,119.3.34.1
2024-05-26 12:07:18.058170,Canada,80,Shotput,Desktop,Chrome,119.3.34.1
2024-05-27 02:45:09.058170,Botswana,99,Gymnastics,Desktop,Edge,190.1.13.41
2024-05-24 11:35:54.058170,Germany,62,Basketball,Tablet,Safari,102.12.29.5
